session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
60e34dc1aaf621ff7bbfe4c3,60d3736964ea8092eba95633,APPROVED,2021-07-05 18:21:55.345000,2021-07-05 18:27:47.666000,352.321,25,101,1,98,2021-07-05 18:27:47.978000,7B074E4C,United States,United States,Full-Time,English,United States,Female,No
60e351061dccbc92014ff27a,5733c6c2edc1fe117456c016,APPROVED,2021-07-05 18:35:54.630000,2021-07-05 18:44:14.396000,499.766,29,889,3,100,2021-07-05 18:44:14.677000,7B074E4C,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
60e3653163c2983c17adaa04,5d3758292faa0d0016797c0f,APPROVED,2021-07-05 20:04:25.577000,2021-07-05 20:07:00.070000,154.493,35,700,1,100,2021-07-05 20:07:00.366000,7B074E4C,United States,United States,Full-Time,English,United States,Male,No
60e39df9c3ac36accc3a702e,55b6c858fdf99b437183f996,APPROVED,2021-07-06 00:04:12.701000,2021-07-06 00:14:24.206000,611.505,30,267,1,100,2021-07-06 00:14:24.557000,7B074E4C,United States,United States,DATA EXPIRED,English,United States,Female,No
60e3a7dbacf9ef390b7e780f,5ede06165f5ead017ee49f05,RETURNED,2021-07-06 00:57:00.062000,,252453.692073,48,415,4,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60e44e2e3c81eec62b333438,5d8ea1335c4d710019150d76,APPROVED,2021-07-06 12:36:00.518000,2021-07-06 12:58:25.425000,1344.907,36,486,0,100,2021-07-06 12:58:32.685000,7B074E4C,United States,United States,DATA EXPIRED,English,United States,Female,DATA EXPIRED
60e450f3d008f45bd88610d3,60d7c9f8946ccb83c7722b33,RETURNED,2021-07-06 12:47:47.925000,,209805.86942,32,46,1,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60e457887146855df130c9d9,60c54f176335311a2d957f62,APPROVED,2021-07-06 13:15:54.271000,2021-07-06 13:24:24.534000,510.263,42,57,0,100,2021-07-06 13:24:24.839000,7B074E4C,DATA EXPIRED,United States,Full-Time,DATA EXPIRED,United States,Female,DATA EXPIRED
60e4a6d06af6d53fe442930d,5591a1e4fdf99b4fdf6157a3,APPROVED,2021-07-06 18:54:10.811000,2021-07-06 19:05:08.309000,657.498,67,673,0,100,2021-07-06 19:05:08.649000,7B074E4C,United States,United States,DATA EXPIRED,English,United States,Female,No
60e4ba3617860852f4e9e288,60d7199f88ea85b1e5790d58,APPROVED,2021-07-06 20:16:57.178000,2021-07-06 20:22:43.361000,346.183,44,63,0,100,2021-07-06 20:22:43.673000,7B074E4C,DATA EXPIRED,United States,Full-Time,Chinese,United States,Female,No
60e64482edb928b8ca815058,56d7403f04c67d000c7b2d2a,APPROVED,2021-07-08 00:19:16.517000,2021-07-08 00:33:32.809000,856.292,37,300,0,100,2021-07-08 00:33:33.111000,7B074E4C,United States,United States,Unemployed (and job seeking),English,United States,Female,No
60e654cc32904e739ba33bda,60d0930e6eff260f21c164ba,APPROVED,2021-07-08 01:28:51.200000,2021-07-08 01:36:39.012000,467.812,34,66,0,100,2021-07-08 01:36:39.302000,7B074E4C,United States,United States,Full-Time,English,United States,Male,No
60e67676eabf6736121c7780,5e589bf82e08c90a78a29bbe,APPROVED,2021-07-08 03:52:26.938000,2021-07-08 04:00:43.032000,496.094,33,405,1,100,2021-07-08 04:00:43.326000,7B074E4C,Ireland,United States,DATA EXPIRED,English,United States,Male,DATA EXPIRED
60e6efae12c511248ab43e55,60c6763c59d54c30ff0479e6,APPROVED,2021-07-08 12:29:34.458000,2021-07-08 12:37:50.590000,496.132,32,48,1,99,2021-07-08 12:37:50.875000,7B074E4C,United States,United States,Full-Time,English,United States,Male,No
